date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:43:27	742/742	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e6-6Yrrqpx4gKus95FijWOtdXIc+SY%22	https://venom.foundation/_nuxt/ProcessOverviewBlock.22497a56.js	D:/megapayer/venom.foundation/_nuxt/ProcessOverviewBlock.22497a56.js	(from https://venom.foundation/)
14:43:27	586/586	---MCZ	200	added ('OK')	application/javascript	etag:W/%2224a-AQkNZsxlVjjy/7kPfi8H9BVmDRA%22	https://venom.foundation/_nuxt/CommunityBlock.dd4d794f.js	D:/megapayer/venom.foundation/_nuxt/CommunityBlock.dd4d794f.js	(from https://venom.foundation/)
14:43:27	995/995	---MCZ	200	added ('OK')	application/javascript	etag:W/%223e3-srmAtn0QoW7kXI4sMN2axRrojDs%22	https://venom.foundation/_nuxt/FaqBlock.3c46fc3b.js	D:/megapayer/venom.foundation/_nuxt/FaqBlock.3c46fc3b.js	(from https://venom.foundation/)
14:43:28	2245/2245	---MCZ	200	added ('OK')	application/javascript	etag:W/%223d6-ZjZ9Eyl3b092ALIp0umtn6/Fjq8%22	https://venom.foundation/_nuxt/FaqComponent.99cc5d2f.js	D:/megapayer/venom.foundation/_nuxt/FaqComponent.99cc5d2f.js	(from https://venom.foundation/)
14:43:28	1737/1737	---MCZ	200	added ('OK')	application/javascript	etag:W/%22324-bUeOX9suZZ/TUGwzVSaZ26Q68+E%22	https://venom.foundation/_nuxt/PublicationsBlock.dff5ae33.js	D:/megapayer/venom.foundation/_nuxt/PublicationsBlock.dff5ae33.js	(from https://venom.foundation/)
14:43:28	1023/1023	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ff-8jAYYPcv9JH1OX5ktg1cGhqm9EQ%22	https://venom.foundation/_nuxt/StayAheadBlock.b1981477.js	D:/megapayer/venom.foundation/_nuxt/StayAheadBlock.b1981477.js	(from https://venom.foundation/)
14:43:29	2067/2067	---MCZ	200	added ('OK')	application/javascript	etag:W/%223cd-Y+4CHd2qEOPgJnxfuSNZU4BFa5Q%22	https://venom.foundation/_nuxt/EmailCompose.ae5254bb.js	D:/megapayer/venom.foundation/_nuxt/EmailCompose.ae5254bb.js	(from https://venom.foundation/)
14:43:29	996/996	---MCZ	200	added ('OK')	application/javascript	etag:W/%223e4-9hxFE8n4tEmAUTOY4bXhUBWMLnw%22	https://venom.foundation/_nuxt/KitEmailInput.824eccae.js	D:/megapayer/venom.foundation/_nuxt/KitEmailInput.824eccae.js	(from https://venom.foundation/)
14:43:30	1779/1779	---MCZ	200	added ('OK')	application/javascript	etag:W/%2236a-qegMCOBzqGDTZH4zDCXCaL7SE2U%22	https://venom.foundation/_nuxt/ApproveGrantModal.6743716c.js	D:/megapayer/venom.foundation/_nuxt/ApproveGrantModal.6743716c.js	(from https://venom.foundation/)
14:43:30	151/151	---MCZ	200	added ('OK')	application/javascript	etag:W/%2297-E0GweJA1u1zkelEd5iGXKwGsicg%22	https://venom.foundation/_nuxt/KitDivLink.4d359237.js	D:/megapayer/venom.foundation/_nuxt/KitDivLink.4d359237.js	(from https://venom.foundation/)
14:43:30	5427/5427	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2288f-ENwT1eFJpmoCeib6KynLuFC2NSs%22	https://venom.foundation/cdn-cgi/assets/cdn-cgi/assets/favicon.png	D:/megapayer/venom.foundation/cdn-cgi/assets/cdn-cgi/assets/favicon.png	(from https://venom.foundation/)
14:43:31	5165/5165	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227fc-plN1IsaNL9AyshIAnlO4q5NWbjA%22	https://venom.foundation/_nuxt/LogoHover.bd77be5b.svg	D:/megapayer/venom.foundation/_nuxt/LogoHover.bd77be5b.svg	(from https://venom.foundation/)
14:43:31	899/899	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22383-qmanAx1mx8XuZTXumvWdBBdhabU%22	https://venom.foundation/_nuxt/ellipse.c2bb3973.svg	D:/megapayer/venom.foundation/_nuxt/ellipse.c2bb3973.svg	(from https://venom.foundation/)
14:43:31	985/985	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223d9-9lsSub1tIN+EoJj9yKW0CVpdQTg%22	https://venom.foundation/_nuxt/footer.dd98d1e5.svg	D:/megapayer/venom.foundation/_nuxt/footer.dd98d1e5.svg	(from https://venom.foundation/)
14:43:32	978/978	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223d2-RsMd2HcbqQNkBqxwTBiNtgpSI2c%22	https://venom.foundation/_nuxt/footer-320.d1f92bb1.svg	D:/megapayer/venom.foundation/_nuxt/footer-320.d1f92bb1.svg	(from https://venom.foundation/)
14:43:32	14542/14542	---MCZ	200	added ('OK')	application/javascript	etag:W/%221455-mRWnlw7kFuaVjBqa/NI50xB/P2s%22	https://venom.foundation/_nuxt/ContentQuery.a0bd547d.js	D:/megapayer/venom.foundation/_nuxt/ContentQuery.a0bd547d.js	(from https://venom.foundation/)
14:43:32	2200/2200	---MCZ	200	added ('OK')	application/javascript	etag:W/%22381-VSOjOwzorkvoso4ewBFWVjpJ8oU%22	https://venom.foundation/_nuxt/cookie.75031956.js	D:/megapayer/venom.foundation/_nuxt/cookie.75031956.js	(from https://venom.foundation/)
14:43:33	1564/1564	---MCZ	200	added ('OK')	application/javascript	etag:W/%222cf-q/JwP7exPfrl4KTmlTkRu0zFSTo%22	https://venom.foundation/_nuxt/query.c3f7607a.js	D:/megapayer/venom.foundation/_nuxt/query.c3f7607a.js	(from https://venom.foundation/)
14:43:33	1522/1522	---MCZ	200	added ('OK')	application/javascript	etag:W/%22295-hyuXrQq4Xh/3/ncBZZ4omYho1fk%22	https://venom.foundation/_nuxt/utils.c389335c.js	D:/megapayer/venom.foundation/_nuxt/utils.c389335c.js	(from https://venom.foundation/)
14:43:34	1428/1428	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226f-6ZEiWewJIG+emHOEpRm/909ZYPM%22	https://venom.foundation/_nuxt/error-component.6c906337.js	D:/megapayer/venom.foundation/_nuxt/error-component.6c906337.js	(from https://venom.foundation/)
14:43:35	146609/146609	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22796a-x1XU3yuHEEdYA2yMYkygK1q9Pvw%22	https://venom.foundation/_nuxt/CBDC.47b5b8f5.svg	D:/megapayer/venom.foundation/_nuxt/CBDC.47b5b8f5.svg	(from https://venom.foundation/)
14:43:36	208715/208715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229c54-UvQJUAAk9w+As3KP3SpdYbbz4E4%22	https://venom.foundation/_nuxt/DAO.e73eba23.svg	D:/megapayer/venom.foundation/_nuxt/DAO.e73eba23.svg	(from https://venom.foundation/)
14:43:36	76262/76262	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224fc2-sQ8LnZ3svo3sfbFPcxjG8+GTv4Y%22	https://venom.foundation/_nuxt/DID.06ecf63e.svg	D:/megapayer/venom.foundation/_nuxt/DID.06ecf63e.svg	(from https://venom.foundation/)
14:43:37	493300/493300	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2218706-gWbc61duJrxbOZBsEjdpIl9RqFY%22	https://venom.foundation/_nuxt/DeFi.2e0e1e2e.svg	D:/megapayer/venom.foundation/_nuxt/DeFi.2e0e1e2e.svg	(from https://venom.foundation/)
14:43:37	31411/31411	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22238b-blhN392CvLJRbCjmL05tdkl+Z8g%22	https://venom.foundation/_nuxt/GameFi.64bbc27c.svg	D:/megapayer/venom.foundation/_nuxt/GameFi.64bbc27c.svg	(from https://venom.foundation/)
14:43:37	137856/137856	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227391-GnVwRMTMmJ6qqLHOscsxvmlEyXg%22	https://venom.foundation/_nuxt/SocialFi.3388b5aa.svg	D:/megapayer/venom.foundation/_nuxt/SocialFi.3388b5aa.svg	(from https://venom.foundation/)
14:43:37	75488/75488	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2241f6-yBw5RqZObpPsceisSTzFexye57s%22	https://venom.foundation/_nuxt/TradeFi.29c5a68e.svg	D:/megapayer/venom.foundation/_nuxt/TradeFi.29c5a68e.svg	(from https://venom.foundation/)
14:43:39	2043908/2043908	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215d714-yyTAQ2dE1RrgQUkaxKQeO3QNqPo%22	https://venom.foundation/_nuxt/ecosystem-big.957ee963.svg	D:/megapayer/venom.foundation/_nuxt/ecosystem-big.957ee963.svg	(from https://venom.foundation/)
14:43:40	15492/15492	---M--	200	added ('OK')	image/webp	etag:%223c84-+p6ntmANKVs2+8xetdkO49pS+wA%22	https://venom.foundation/_nuxt/adgm.caa85f3b.webp	D:/megapayer/venom.foundation/_nuxt/adgm.caa85f3b.webp	(from https://venom.foundation/)
14:43:40	2089083/2089083	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22164f21-/NG3baRVCT0GietALXxHMymmlZI%22	https://venom.foundation/_nuxt/ecosystem-tablet.5694c442.svg	D:/megapayer/venom.foundation/_nuxt/ecosystem-tablet.5694c442.svg	(from https://venom.foundation/)
14:43:41	278440/278440	---M--	200	added ('OK')	image/webp	etag:%2243fa8-FL4smIL9h1Di257RFvP7e8jLHEA%22	https://venom.foundation/_nuxt/header-big.caf69b04.webp	D:/megapayer/venom.foundation/_nuxt/header-big.caf69b04.webp	(from https://venom.foundation/)
14:43:41	11038/11038	---M--	200	added ('OK')	image/webp	etag:%222b1e-AEc/3NPbfvmhsnJ7b3XKdLHXtb8%22	https://venom.foundation/_nuxt/1.29fa28b6.webp	D:/megapayer/venom.foundation/_nuxt/1.29fa28b6.webp	(from https://venom.foundation/)
14:43:41	4188/4188	---M--	200	added ('OK')	image/webp	etag:%22105c-/5VYseaLBFB/hR4Ugks5NauJiBE%22	https://venom.foundation/_nuxt/2.6c23e285.webp	D:/megapayer/venom.foundation/_nuxt/2.6c23e285.webp	(from https://venom.foundation/)
14:43:41	9632/9632	---M--	200	added ('OK')	image/webp	etag:%2225a0-2Jr9wARwR8PlfEKgE1WAt3QvtBI%22	https://venom.foundation/_nuxt/3.527c6779.webp	D:/megapayer/venom.foundation/_nuxt/3.527c6779.webp	(from https://venom.foundation/)
14:43:42	5822/5822	---M--	200	added ('OK')	image/webp	etag:%2216be-DyEFGKsKJyVUWUocCPzai0sf5zs%22	https://venom.foundation/_nuxt/4.6affe21f.webp	D:/megapayer/venom.foundation/_nuxt/4.6affe21f.webp	(from https://venom.foundation/)
14:43:42	5028/5028	---M--	200	added ('OK')	image/webp	etag:%2213a4-/OFIt9K75mV34bg2jnFR2KSTuvg%22	https://venom.foundation/_nuxt/5.63fef169.webp	D:/megapayer/venom.foundation/_nuxt/5.63fef169.webp	(from https://venom.foundation/)
14:43:42	6220/6220	---M--	200	added ('OK')	image/webp	etag:%22184c-P/H/4mRo/BUh1Tf5U0jkbiL8BPs%22	https://venom.foundation/_nuxt/6.fc49b16a.webp	D:/megapayer/venom.foundation/_nuxt/6.fc49b16a.webp	(from https://venom.foundation/)
14:43:43	10204/10204	---M--	200	added ('OK')	image/webp	etag:%2227dc-g08OGnMcn/ZKdm0Re2OSSI9dJxo%22	https://venom.foundation/_nuxt/7.5c104520.webp	D:/megapayer/venom.foundation/_nuxt/7.5c104520.webp	(from https://venom.foundation/)
14:43:43	5082/5082	---M--	200	added ('OK')	image/webp	etag:%2213da-eHqKLadQ4nkbbGtnxIHMYrP3jDY%22	https://venom.foundation/_nuxt/8.f6e79674.webp	D:/megapayer/venom.foundation/_nuxt/8.f6e79674.webp	(from https://venom.foundation/)
14:43:44	18660/18660	---M--	200	added ('OK')	image/webp	etag:%2248e4-cthowYOzEehZh82muto2jgO2qlA%22	https://venom.foundation/_nuxt/1024.55326121.webp	D:/megapayer/venom.foundation/_nuxt/1024.55326121.webp	(from https://venom.foundation/)
14:43:44	15954/15954	---M--	200	added ('OK')	image/webp	etag:%223e52-Jz4MdnNr1nDLcf35fEkbA4RcxyM%22	https://venom.foundation/_nuxt/1200.6d319130.webp	D:/megapayer/venom.foundation/_nuxt/1200.6d319130.webp	(from https://venom.foundation/)
14:43:44	17652/17652	---M--	200	added ('OK')	image/webp	etag:%2244f4-zGX4niSQmP8iHe4P1jTir4qVxEE%22	https://venom.foundation/_nuxt/1366.f7fdb4e5.webp	D:/megapayer/venom.foundation/_nuxt/1366.f7fdb4e5.webp	(from https://venom.foundation/)
14:43:44	14770/14770	---M--	200	added ('OK')	image/webp	etag:%2239b2-hMe1bH68tHRM/EcLPcQyK36hFBU%22	https://venom.foundation/_nuxt/max.3294019b.webp	D:/megapayer/venom.foundation/_nuxt/max.3294019b.webp	(from https://venom.foundation/)
14:43:46	51148/51148	---M--	200	added ('OK')	font/woff2	etag:%22c7cc-cittO+axvr9F56mLCaMGDDM2G8c%22	https://venom.foundation/_nuxt/Poppins-Regular.a2c1dd01.woff2	D:/megapayer/venom.foundation/_nuxt/Poppins-Regular.a2c1dd01.woff2	(from https://venom.foundation/)
14:43:46	50488/50488	---M--	200	added ('OK')	font/woff2	etag:%22c538-tiXS08l3mPirX2J2Uzp2VaMrdCM%22	https://venom.foundation/_nuxt/Poppins-Medium.54cedf5d.woff2	D:/megapayer/venom.foundation/_nuxt/Poppins-Medium.54cedf5d.woff2	(from https://venom.foundation/)
14:43:48	386044/386044	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2009:43:49%20GMT	https://venom.foundation/ecosystem	D:/megapayer/venom.foundation/ecosystem.html	(from https://venom.foundation/)
14:43:53	208102/208102	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2009:43:53%20GMT	https://venom.foundation/privacy-policy	D:/megapayer/venom.foundation/privacy-policy.html	(from https://venom.foundation/)
14:43:55	4719/4719	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2009:43:55%20GMT	https://venom.foundation/cdn-cgi/l/email-protection	D:/megapayer/venom.foundation/cdn-cgi/l/email-protection.html	(from https://venom.foundation/)
14:43:58	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22665f0832-4d7%22	https://venom.foundation/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/megapayer/venom.foundation/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://venom.foundation/)
14:44:01	202671/202671	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2009:43:58%20GMT	https://venom.foundation/terms-of-use	D:/megapayer/venom.foundation/terms-of-use.html	(from https://venom.foundation/)
14:44:02	972/972	---MCZ	200	added ('OK')	application/javascript	etag:W/%223cc-Gc48jXiyS/HMQUONxI9wIy4SY3A%22	https://venom.foundation/_nuxt/ecosystem.0c92e32f.js	D:/megapayer/venom.foundation/_nuxt/ecosystem.0c92e32f.js	(from https://venom.foundation/ecosystem)
14:44:03	1012/1012	---MCZ	200	added ('OK')	application/javascript	etag:W/%223f4-ZMequZAcDTDZ4uhqSuSayQMsOz0%22	https://venom.foundation/_nuxt/PageEcosystemBanner.6f9abb13.js	D:/megapayer/venom.foundation/_nuxt/PageEcosystemBanner.6f9abb13.js	(from https://venom.foundation/ecosystem)
14:44:04	5433/5433	---MCZ	200	added ('OK')	text/css	etag:W/%222fa-MY7ZvNYGI6I1FwC/bvsYUuMDz60%22	https://venom.foundation/_nuxt/PageEcosystemBanner.60d20198.css	D:/megapayer/venom.foundation/_nuxt/PageEcosystemBanner.60d20198.css	(from https://venom.foundation/ecosystem)
14:44:04	21462874/21462874	---M--	200	added ('OK')	application/pdf	etag:%221477f5a-i9ipE5s/DKI8dwZULqiLhKP8TW4%22	https://venom.foundation/Venom_Whitepaper.pdf	D:/megapayer/venom.foundation/Venom_Whitepaper.pdf	(from https://venom.foundation/)
14:44:05	822/822	---MCZ	200	added ('OK')	application/javascript	etag:W/%22336-OhGbmZGo58z9iTskKsTq2FpKGZc%22	https://venom.foundation/_nuxt/EcosystemExplorerBlock.50260edf.js	D:/megapayer/venom.foundation/_nuxt/EcosystemExplorerBlock.50260edf.js	(from https://venom.foundation/ecosystem)
14:44:07	285705/285705	---M--	200	added ('OK')	video/quicktime	etag:%2245c09-wtG8s3/1BojwvRIKs0F3TiIQVBs%22	https://venom.foundation/_nuxt/ecosystem.e6f3fa04.mov	D:/megapayer/venom.foundation/_nuxt/ecosystem.e6f3fa04.qt	(from https://venom.foundation/ecosystem)
14:44:08	178130/178130	---M--	200	added ('OK')	video/mp4	etag:%222b7d2-K21CX7Ia8gVC7omDx3v6XzR5VoU%22	https://venom.foundation/_nuxt/ecosystem.625b4bf1.mp4	D:/megapayer/venom.foundation/_nuxt/ecosystem.625b4bf1.mp4	(from https://venom.foundation/ecosystem)
